"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","822","LG-003 - User should not be able to login with empty username","webkit","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","816","LG-002 - User should not be able to login with empty password","webkit","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","1553","REG-004 - User should not be able to register successfully when zipcode is missing","webkit","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1159","LG-001 - User should login successfully with valid credentials","chromium","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","691","SEA-004 - User should be able to search for an item using pasted words","chromium","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","770","REG-004 - User should not be able to register successfully when lastName is missing","chromium","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","371","REG-005 - User should not be able to register successfully with an invalid Email Address format","chromium","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","668","SEA-001 - User should be able to search for an existing product","chromium","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","1136","REG-004 - User should not be able to register successfully when state is missing","firefox","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","668","REG-004 - User should not be able to register successfully when address is missing","chromium","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1295","REG-001 - User should be able to sign up for a new account successfully","chromium","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","1482","REG-004 - User should not be able to register successfully when address is missing","webkit","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","965","LG-004 - User should not be able to login with invalid username","webkit","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","720","SEA-003 - User should be able to search for a product using keywords","chromium","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","590","REG-006 - User should not be able to register successfully with an existing account","chromium","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","1174","REG-006 - User should not be able to register successfully with an existing account","webkit","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","811","REG-002 - User should not be able to register successfully with an empty Name","firefox","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","1265","REG-004 - User should not be able to register successfully when lastName is missing","firefox","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1039","SEA-002 - There should NOT be any item listed if user search for a non-existing product","firefox","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","678","REG-005 - User should not be able to register successfully with an invalid Email Address format","firefox","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","1084","LG-006 - User should not be able to log in with credentials that have not been registered","firefox","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","876","LG-006 - User should not be able to log in with credentials that have not been registered","webkit","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","1001","LG-004 - User should not be able to login with invalid username","firefox","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","644","REG-003 - User should not be able to register successfully with an empty Email Address","webkit","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","1307","SEA-003 - User should be able to search for a product using keywords","webkit","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","548","LG-003 - User should not be able to login with empty username","chromium","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","667","REG-002 - User should not be able to register successfully with an empty Name","webkit","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","1074","REG-004 - User should not be able to register successfully when zipcode is missing","firefox","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","468","REG-003 - User should not be able to register successfully with an empty Email Address","chromium","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","1041","REG-004 - User should not be able to register successfully when mobileNumber is missing","firefox","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","2213","REG-001 - User should be able to sign up for a new account successfully","firefox","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","1640","SEA-002 - There should NOT be any item listed if user search for a non-existing product","webkit","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","1077","SEA-004 - User should be able to search for an item using pasted words","firefox","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","1000","LG-005 - User should not be able to login with invalid password","webkit","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","1195","SEA-001 - User should be able to search for an existing product","firefox","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","1159","SEA-003 - User should be able to search for a product using keywords","firefox","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","1572","REG-004 - User should not be able to register successfully when city is missing","webkit","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","643","REG-004 - User should not be able to register successfully when state is missing","chromium","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","805","LG-005 - User should not be able to login with invalid password","firefox","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","1087","REG-004 - User should not be able to register successfully when firstName is missing","firefox","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","750","REG-004 - User should not be able to register successfully when city is missing","chromium","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","630","LG-003 - User should not be able to login with empty username","firefox","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","4996","LG-001 - User should login successfully with valid credentials","webkit","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","548","LG-005 - User should not be able to login with invalid password","chromium","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","2962","REG-004 - User should not be able to register successfully when lastName is missing","webkit","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","933","REG-005 - User should not be able to register successfully with an invalid Email Address format","webkit","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","2599","LG-001 - User should login successfully with valid credentials","firefox","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","1427","REG-004 - User should not be able to register successfully when firstName is missing","webkit","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","638","REG-004 - User should not be able to register successfully when mobileNumber is missing","chromium","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1626","REG-004 - User should not be able to register successfully when mobileNumber is missing","webkit","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","3932","REG-001 - User should be able to sign up for a new account successfully","webkit","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","614","SEA-002 - There should NOT be any item listed if user search for a non-existing product","chromium","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","1087","REG-004 - User should not be able to register successfully when address is missing","firefox","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1231","REG-004 - User should not be able to register successfully when city is missing","firefox","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1601","SEA-004 - User should be able to search for an item using pasted words","webkit","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","633","REG-004 - User should not be able to register successfully when password is missing","chromium","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","594","LG-006 - User should not be able to log in with credentials that have not been registered","chromium","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","1394","SEA-001 - User should be able to search for an existing product","webkit","2026-08-31","passed","2026-08-31","Search Tests","search.spec.ts","",""
"","790","REG-004 - User should not be able to register successfully when firstName is missing","chromium","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","381","REG-002 - User should not be able to register successfully with an empty Name","chromium","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","1725","REG-004 - User should not be able to register successfully when state is missing","webkit","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","555","LG-002 - User should not be able to login with empty password","chromium","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","788","REG-006 - User should not be able to register successfully with an existing account","firefox","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
"","770","LG-002 - User should not be able to login with empty password","firefox","2026-08-31","passed","2026-08-31","Login Tests","login.spec.ts","",""
"","1034","REG-004 - User should not be able to register successfully when password is missing","firefox","2026-08-31","passed","2026-08-31","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","615","REG-003 - User should not be able to register successfully with an empty Email Address","firefox","2026-08-31","passed","2026-08-31","Register Tests","register.spec.ts","",""
