"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1328","REG-004 - User should not be able to register successfully when firstName is missing","firefox","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1178","SEA-003 - User should be able to search for a product using keywords","firefox","2026-09-04","passed","2026-09-04","Search Tests","search.spec.ts","",""
"","642","REG-002 - User should not be able to register successfully with an empty Name","chromium","2026-09-04","passed","2026-09-04","Register Tests","register.spec.ts","",""
"","893","LG-003 - User should not be able to login with empty username","firefox","2026-09-04","passed","2026-09-04","Login Tests","login.spec.ts","",""
"","1226","REG-004 - User should not be able to register successfully when mobileNumber is missing","firefox","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1240","SEA-004 - User should be able to search for an item using pasted words","firefox","2026-09-04","passed","2026-09-04","Search Tests","search.spec.ts","",""
"","1366","SEA-004 - User should be able to search for an item using pasted words","webkit","2026-09-04","passed","2026-09-04","Search Tests","search.spec.ts","",""
"","1044","LG-004 - User should not be able to login with invalid username","firefox","2026-09-04","passed","2026-09-04","Login Tests","login.spec.ts","",""
"","1527","LG-001 - User should login successfully with valid credentials","chromium","2026-09-04","passed","2026-09-04","Login Tests","login.spec.ts","",""
"","834","LG-005 - User should not be able to login with invalid password","chromium","2026-09-04","passed","2026-09-04","Login Tests","login.spec.ts","",""
"","872","REG-003 - User should not be able to register successfully with an empty Email Address","webkit","2026-09-04","passed","2026-09-04","Register Tests","register.spec.ts","",""
"","2049","REG-004 - User should not be able to register successfully when zipcode is missing","webkit","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","803","LG-005 - User should not be able to login with invalid password","firefox","2026-09-04","passed","2026-09-04","Login Tests","login.spec.ts","",""
"","1846","REG-004 - User should not be able to register successfully when lastName is missing","webkit","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1347","REG-004 - User should not be able to register successfully when password is missing","firefox","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1254","REG-004 - User should not be able to register successfully when state is missing","firefox","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1221","REG-004 - User should not be able to register successfully when firstName is missing","chromium","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1254","REG-004 - User should not be able to register successfully when address is missing","chromium","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1021","LG-006 - User should not be able to log in with credentials that have not been registered","firefox","2026-09-04","passed","2026-09-04","Login Tests","login.spec.ts","",""
"","1138","REG-004 - User should not be able to register successfully when password is missing","chromium","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1104","REG-004 - User should not be able to register successfully when zipcode is missing","chromium","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1556","REG-004 - User should not be able to register successfully when mobileNumber is missing","webkit","2026-09-04","passed","2026-09-04","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1884","REG-001 - User should be able to sign up for a new account successfully","chromium","2026-09-04","passed","2026-09-04","Register Tests","register.spec.ts","",""
