"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1094","LG-006 - User should not be able to log in with credentials that have not been registered","firefox","2026-09-09","passed","2026-09-09","Login Tests","login.spec.ts","",""
"","894","SEA-001 - User should be able to search for an existing product","firefox","2026-09-09","passed","2026-09-09","Search Tests","search.spec.ts","",""
"","587","REG-004 - User should not be able to register successfully when password is missing","chromium","2026-09-09","passed","2026-09-09","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","762","LG-004 - User should not be able to login with invalid username","chromium","2026-09-09","passed","2026-09-09","Login Tests","login.spec.ts","",""
"","1020","REG-004 - User should not be able to register successfully when zipcode is missing","firefox","2026-09-09","passed","2026-09-09","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","999","REG-004 - User should not be able to register successfully when state is missing","firefox","2026-09-09","passed","2026-09-09","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","724","SEA-004 - User should be able to search for an item using pasted words","chromium","2026-09-09","passed","2026-09-09","Search Tests","search.spec.ts","",""
"","994","SEA-004 - User should be able to search for an item using pasted words","firefox","2026-09-09","passed","2026-09-09","Search Tests","search.spec.ts","",""
"","1116","REG-004 - User should not be able to register successfully when mobileNumber is missing","firefox","2026-09-09","passed","2026-09-09","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1526","REG-004 - User should not be able to register successfully when address is missing","webkit","2026-09-09","passed","2026-09-09","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","564","REG-006 - User should not be able to register successfully with an existing account","chromium","2026-09-09","passed","2026-09-09","Register Tests","register.spec.ts","",""
"","557","REG-004 - User should not be able to register successfully when state is missing","chromium","2026-09-09","passed","2026-09-09","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","899","LG-004 - User should not be able to login with invalid username","webkit","2026-09-09","passed","2026-09-09","Login Tests","login.spec.ts","",""
"","1549","SEA-002 - There should NOT be any item listed if user search for a non-existing product","webkit","2026-09-09","passed","2026-09-09","Search Tests","search.spec.ts","",""
"","830","LG-005 - User should not be able to login with invalid password","firefox","2026-09-09","passed","2026-09-09","Login Tests","login.spec.ts","",""
"","612","SEA-001 - User should be able to search for an existing product","chromium","2026-09-09","passed","2026-09-09","Search Tests","search.spec.ts","",""
"","1262","SEA-003 - User should be able to search for a product using keywords","webkit","2026-09-09","passed","2026-09-09","Search Tests","search.spec.ts","",""
"","688","LG-002 - User should not be able to login with empty password","firefox","2026-09-09","passed","2026-09-09","Login Tests","login.spec.ts","",""
"","1190","REG-004 - User should not be able to register successfully when state is missing","webkit","2026-09-09","passed","2026-09-09","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","830","LG-005 - User should not be able to login with invalid password","chromium","2026-09-09","passed","2026-09-09","Login Tests","login.spec.ts","",""
"","1642","LG-001 - User should login successfully with valid credentials","chromium","2026-09-09","passed","2026-09-09","Login Tests","login.spec.ts","",""
"","453","REG-003 - User should not be able to register successfully with an empty Email Address","chromium","2026-09-09","passed","2026-09-09","Register Tests","register.spec.ts","",""
"","671","LG-002 - User should not be able to login with empty password","webkit","2026-09-09","passed","2026-09-09","Login Tests","login.spec.ts","",""
"","686","REG-004 - User should not be able to register successfully when lastName is missing","chromium","2026-09-09","passed","2026-09-09","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
