"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","868","REG-004 - User should not be able to register successfully when lastName is missing","chromium","2026-09-07","passed","2026-09-07","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","3914","REG-001 - User should be able to sign up for a new account successfully","webkit","2026-09-07","passed","2026-09-07","Register Tests","register.spec.ts","",""
"","876","REG-002 - User should not be able to register successfully with an empty Name","firefox","2026-09-07","passed","2026-09-07","Register Tests","register.spec.ts","",""
"","1514","REG-004 - User should not be able to register successfully when mobileNumber is missing","webkit","2026-09-07","passed","2026-09-07","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","775","LG-002 - User should not be able to login with empty password","webkit","2026-09-07","passed","2026-09-07","Login Tests","login.spec.ts","",""
"","827","REG-002 - User should not be able to register successfully with an empty Name","webkit","2026-09-07","passed","2026-09-07","Register Tests","register.spec.ts","",""
"","938","LG-005 - User should not be able to login with invalid password","firefox","2026-09-07","passed","2026-09-07","Login Tests","login.spec.ts","",""
"","1545","REG-004 - User should not be able to register successfully when address is missing","webkit","2026-09-07","passed","2026-09-07","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1461","SEA-002 - There should NOT be any item listed if user search for a non-existing product","webkit","2026-09-07","passed","2026-09-07","Search Tests","search.spec.ts","",""
"","639","LG-003 - User should not be able to login with empty username","webkit","2026-09-07","passed","2026-09-07","Login Tests","login.spec.ts","",""
"","605","REG-004 - User should not be able to register successfully when state is missing","chromium","2026-09-07","passed","2026-09-07","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1199","REG-004 - User should not be able to register successfully when address is missing","firefox","2026-09-07","passed","2026-09-07","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1198","SEA-001 - User should be able to search for an existing product","firefox","2026-09-07","passed","2026-09-07","Search Tests","search.spec.ts","",""
"","1242","SEA-004 - User should be able to search for an item using pasted words","firefox","2026-09-07","passed","2026-09-07","Search Tests","search.spec.ts","",""
"","689","REG-004 - User should not be able to register successfully when firstName is missing","chromium","2026-09-07","passed","2026-09-07","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","465","LG-006 - User should not be able to log in with credentials that have not been registered","chromium","2026-09-07","passed","2026-09-07","Login Tests","login.spec.ts","",""
"","1654","LG-001 - User should login successfully with valid credentials","chromium","2026-09-07","passed","2026-09-07","Login Tests","login.spec.ts","",""
"","1965","REG-001 - User should be able to sign up for a new account successfully","firefox","2026-09-07","passed","2026-09-07","Register Tests","register.spec.ts","",""
"","1371","REG-004 - User should not be able to register successfully when zipcode is missing","webkit","2026-09-07","passed","2026-09-07","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","334","REG-003 - User should not be able to register successfully with an empty Email Address","chromium","2026-09-07","passed","2026-09-07","Register Tests","register.spec.ts","",""
"","2338","REG-004 - User should not be able to register successfully when lastName is missing","webkit","2026-09-07","passed","2026-09-07","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","990","LG-005 - User should not be able to login with invalid password","webkit","2026-09-07","passed","2026-09-07","Login Tests","login.spec.ts","",""
"","1952","REG-001 - User should be able to sign up for a new account successfully","chromium","2026-09-07","passed","2026-09-07","Register Tests","register.spec.ts","",""
