"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1056","REG-002 - User should not be able to register successfully with an empty Name","webkit","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","1812","REG-004 - User should not be able to register successfully when state is missing","webkit","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1597","REG-004 - User should not be able to register successfully when city is missing","firefox","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","968","REG-004 - User should not be able to register successfully when lastName is missing","chromium","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1303","REG-006 - User should not be able to register successfully with an existing account","chromium","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","4273","LG-001 - User should login successfully with valid credentials","chromium","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","2226","SEA-004 - User should be able to search for an item using pasted words","chromium","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","2000","SEA-001 - User should be able to search for an existing product","webkit","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","2288","LG-003 - User should not be able to login with empty username","firefox","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","1587","SEA-001 - User should be able to search for an existing product","chromium","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","1568","REG-006 - User should not be able to register successfully with an existing account","webkit","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","1991","LG-005 - User should not be able to login with invalid password","chromium","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","1602","REG-004 - User should not be able to register successfully when address is missing","webkit","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1881","REG-004 - User should not be able to register successfully when firstName is missing","chromium","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","2771","LG-004 - User should not be able to login with invalid username","chromium","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","1190","REG-004 - User should not be able to register successfully when city is missing","chromium","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","2188","SEA-004 - User should be able to search for an item using pasted words","firefox","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","1362","REG-006 - User should not be able to register successfully with an existing account","firefox","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","774","REG-003 - User should not be able to register successfully with an empty Email Address","chromium","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","11855","LG-001 - User should login successfully with valid credentials","webkit","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","2254","SEA-002 - There should NOT be any item listed if user search for a non-existing product","webkit","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","3309","REG-004 - User should not be able to register successfully when lastName is missing","webkit","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","5670","LG-001 - User should login successfully with valid credentials","firefox","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","2994","REG-004 - User should not be able to register successfully when mobileNumber is missing","webkit","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1490","REG-004 - User should not be able to register successfully when address is missing","chromium","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","2517","SEA-003 - User should be able to search for a product using keywords","webkit","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","1773","SEA-004 - User should be able to search for an item using pasted words","webkit","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","1091","REG-002 - User should not be able to register successfully with an empty Name","firefox","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","1910","LG-003 - User should not be able to login with empty username","chromium","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","1965","LG-004 - User should not be able to login with invalid username","firefox","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","1393","REG-005 - User should not be able to register successfully with an invalid Email Address format","webkit","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","2594","LG-006 - User should not be able to log in with credentials that have not been registered","webkit","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","2252","LG-005 - User should not be able to login with invalid password","firefox","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","756","REG-005 - User should not be able to register successfully with an invalid Email Address format","chromium","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","1903","REG-004 - User should not be able to register successfully when firstName is missing","firefox","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1694","REG-004 - User should not be able to register successfully when address is missing","firefox","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1671","REG-004 - User should not be able to register successfully when state is missing","firefox","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","2307","SEA-003 - User should be able to search for a product using keywords","firefox","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","1389","REG-005 - User should not be able to register successfully with an invalid Email Address format","firefox","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","1065","REG-003 - User should not be able to register successfully with an empty Email Address","webkit","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","2002","SEA-003 - User should be able to search for a product using keywords","chromium","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","958","REG-003 - User should not be able to register successfully with an empty Email Address","firefox","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","1898","SEA-001 - User should be able to search for an existing product","firefox","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","1647","REG-004 - User should not be able to register successfully when password is missing","firefox","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1760","SEA-002 - There should NOT be any item listed if user search for a non-existing product","firefox","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","2097","REG-004 - User should not be able to register successfully when firstName is missing","webkit","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1262","REG-004 - User should not be able to register successfully when lastName is missing","firefox","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1512","LG-002 - User should not be able to login with empty password","chromium","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","2688","LG-006 - User should not be able to log in with credentials that have not been registered","chromium","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","2031","LG-002 - User should not be able to login with empty password","webkit","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","1101","REG-004 - User should not be able to register successfully when state is missing","chromium","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","2172","LG-006 - User should not be able to log in with credentials that have not been registered","firefox","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","1029","REG-002 - User should not be able to register successfully with an empty Name","chromium","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","1686","REG-004 - User should not be able to register successfully when password is missing","webkit","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1855","REG-004 - User should not be able to register successfully when mobileNumber is missing","firefox","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1998","LG-002 - User should not be able to login with empty password","firefox","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","4494","REG-001 - User should be able to sign up for a new account successfully","webkit","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","2478","LG-004 - User should not be able to login with invalid username","webkit","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","1672","REG-004 - User should not be able to register successfully when zipcode is missing","chromium","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","4145","REG-001 - User should be able to sign up for a new account successfully","firefox","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
"","1755","REG-004 - User should not be able to register successfully when city is missing","webkit","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1756","SEA-002 - There should NOT be any item listed if user search for a non-existing product","chromium","2026-08-25","passed","2026-08-25","Search Tests","search.spec.ts","",""
"","1409","REG-004 - User should not be able to register successfully when zipcode is missing","firefox","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1774","REG-004 - User should not be able to register successfully when zipcode is missing","webkit","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1647","REG-004 - User should not be able to register successfully when password is missing","chromium","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","2176","LG-003 - User should not be able to login with empty username","webkit","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","1600","REG-004 - User should not be able to register successfully when mobileNumber is missing","chromium","2026-08-25","passed","2026-08-25","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","2760","LG-005 - User should not be able to login with invalid password","webkit","2026-08-25","passed","2026-08-25","Login Tests","login.spec.ts","",""
"","4214","REG-001 - User should be able to sign up for a new account successfully","chromium","2026-08-25","passed","2026-08-25","Register Tests","register.spec.ts","",""
