"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2224","LG-001 - User should login successfully with valid credentials","firefox","2026-08-27","passed","2026-08-27","Login Tests","login.spec.ts","",""
"","775","LG-002 - User should not be able to login with empty password","firefox","2026-08-27","passed","2026-08-27","Login Tests","login.spec.ts","",""
"","1417","SEA-003 - User should be able to search for a product using keywords","webkit","2026-08-27","passed","2026-08-27","Search Tests","search.spec.ts","",""
"","2178","REG-004 - User should not be able to register successfully when password is missing","webkit","2026-08-27","passed","2026-08-27","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","431","REG-002 - User should not be able to register successfully with an empty Name","chromium","2026-08-27","passed","2026-08-27","Register Tests","register.spec.ts","",""
"","798","REG-002 - User should not be able to register successfully with an empty Name","firefox","2026-08-27","passed","2026-08-27","Register Tests","register.spec.ts","",""
"","690","LG-003 - User should not be able to login with empty username","firefox","2026-08-27","passed","2026-08-27","Login Tests","login.spec.ts","",""
"","588","REG-006 - User should not be able to register successfully with an existing account","chromium","2026-08-27","passed","2026-08-27","Register Tests","register.spec.ts","",""
"","1806","REG-004 - User should not be able to register successfully when lastName is missing","webkit","2026-08-27","passed","2026-08-27","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1138","REG-004 - User should not be able to register successfully when zipcode is missing","webkit","2026-08-27","passed","2026-08-27","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","660","LG-003 - User should not be able to login with empty username","webkit","2026-08-27","passed","2026-08-27","Login Tests","login.spec.ts","",""
"","1166","SEA-001 - User should be able to search for an existing product","firefox","2026-08-27","passed","2026-08-27","Search Tests","search.spec.ts","",""
"","713","REG-005 - User should not be able to register successfully with an invalid Email Address format","firefox","2026-08-27","passed","2026-08-27","Register Tests","register.spec.ts","",""
"","482","LG-002 - User should not be able to login with empty password","chromium","2026-08-27","passed","2026-08-27","Login Tests","login.spec.ts","",""
"","767","LG-005 - User should not be able to login with invalid password","webkit","2026-08-27","passed","2026-08-27","Login Tests","login.spec.ts","",""
"","916","SEA-001 - User should be able to search for an existing product","chromium","2026-08-27","passed","2026-08-27","Search Tests","search.spec.ts","",""
"","1084","REG-004 - User should not be able to register successfully when zipcode is missing","firefox","2026-08-27","passed","2026-08-27","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","777","REG-004 - User should not be able to register successfully when mobileNumber is missing","chromium","2026-08-27","passed","2026-08-27","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","2233","REG-001 - User should be able to sign up for a new account successfully","firefox","2026-08-27","passed","2026-08-27","Register Tests","register.spec.ts","",""
"","1111","REG-004 - User should not be able to register successfully when state is missing","firefox","2026-08-27","passed","2026-08-27","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","720","REG-006 - User should not be able to register successfully with an existing account","webkit","2026-08-27","passed","2026-08-27","Register Tests","register.spec.ts","",""
"","579","LG-005 - User should not be able to login with invalid password","chromium","2026-08-27","passed","2026-08-27","Login Tests","login.spec.ts","",""
"","889","LG-004 - User should not be able to login with invalid username","firefox","2026-08-27","passed","2026-08-27","Login Tests","login.spec.ts","",""
"","434","LG-003 - User should not be able to login with empty username","chromium","2026-08-27","passed","2026-08-27","Login Tests","login.spec.ts","",""
