"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","813","LG-006 - User should not be able to log in with credentials that have not been registered","firefox","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","740","LG-002 - User should not be able to login with empty password","webkit","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","526","REG-006 - User should not be able to register successfully with an existing account","chromium","2026-09-06","passed","2026-09-06","Register Tests","register.spec.ts","",""
"","905","SEA-001 - User should be able to search for an existing product","firefox","2026-09-06","passed","2026-09-06","Search Tests","search.spec.ts","",""
"","698","LG-003 - User should not be able to login with empty username","webkit","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","872","LG-004 - User should not be able to login with invalid username","firefox","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","1125","REG-004 - User should not be able to register successfully when mobileNumber is missing","webkit","2026-09-06","passed","2026-09-06","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","327","REG-002 - User should not be able to register successfully with an empty Name","chromium","2026-09-06","passed","2026-09-06","Register Tests","register.spec.ts","",""
"","562","SEA-002 - There should NOT be any item listed if user search for a non-existing product","chromium","2026-09-06","passed","2026-09-06","Search Tests","search.spec.ts","",""
"","2727","LG-001 - User should login successfully with valid credentials","webkit","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","1331","REG-004 - User should not be able to register successfully when firstName is missing","webkit","2026-09-06","passed","2026-09-06","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1012","LG-006 - User should not be able to log in with credentials that have not been registered","webkit","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","855","LG-005 - User should not be able to login with invalid password","firefox","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","542","REG-005 - User should not be able to register successfully with an invalid Email Address format","webkit","2026-09-06","passed","2026-09-06","Register Tests","register.spec.ts","",""
"","2804","REG-001 - User should be able to sign up for a new account successfully","webkit","2026-09-06","passed","2026-09-06","Register Tests","register.spec.ts","",""
"","479","LG-004 - User should not be able to login with invalid username","chromium","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","554","REG-004 - User should not be able to register successfully when zipcode is missing","chromium","2026-09-06","passed","2026-09-06","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1697","REG-004 - User should not be able to register successfully when password is missing","webkit","2026-09-06","passed","2026-09-06","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1160","SEA-003 - User should be able to search for a product using keywords","webkit","2026-09-06","passed","2026-09-06","Search Tests","search.spec.ts","",""
"","539","LG-002 - User should not be able to login with empty password","chromium","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","719","SEA-003 - User should be able to search for a product using keywords","chromium","2026-09-06","passed","2026-09-06","Search Tests","search.spec.ts","",""
"","668","REG-002 - User should not be able to register successfully with an empty Name","webkit","2026-09-06","passed","2026-09-06","Register Tests","register.spec.ts","",""
"","873","REG-004 - User should not be able to register successfully when address is missing","firefox","2026-09-06","passed","2026-09-06","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1847","LG-001 - User should login successfully with valid credentials","firefox","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","575","REG-004 - User should not be able to register successfully when state is missing","chromium","2026-09-06","passed","2026-09-06","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1061","REG-004 - User should not be able to register successfully when state is missing","firefox","2026-09-06","passed","2026-09-06","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","304","REG-005 - User should not be able to register successfully with an invalid Email Address format","chromium","2026-09-06","passed","2026-09-06","Register Tests","register.spec.ts","",""
"","618","LG-006 - User should not be able to log in with credentials that have not been registered","chromium","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
"","1281","SEA-001 - User should be able to search for an existing product","webkit","2026-09-06","passed","2026-09-06","Search Tests","search.spec.ts","",""
"","951","REG-004 - User should not be able to register successfully when mobileNumber is missing","firefox","2026-09-06","passed","2026-09-06","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","814","SEA-003 - User should be able to search for a product using keywords","firefox","2026-09-06","passed","2026-09-06","Search Tests","search.spec.ts","",""
"","305","REG-003 - User should not be able to register successfully with an empty Email Address","chromium","2026-09-06","passed","2026-09-06","Register Tests","register.spec.ts","",""
"","1163","REG-004 - User should not be able to register successfully when zipcode is missing","webkit","2026-09-06","passed","2026-09-06","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1291","REG-001 - User should be able to sign up for a new account successfully","chromium","2026-09-06","passed","2026-09-06","Register Tests","register.spec.ts","",""
"","537","LG-003 - User should not be able to login with empty username","chromium","2026-09-06","passed","2026-09-06","Login Tests","login.spec.ts","",""
