"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","719","REG-006 - User should not be able to register successfully with an existing account","chromium","2026-08-30","passed","2026-08-30","Register Tests","register.spec.ts","",""
"","1660","REG-004 - User should not be able to register successfully when firstName is missing","webkit","2026-08-30","passed","2026-08-30","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1123","SEA-004 - User should be able to search for an item using pasted words","webkit","2026-08-30","passed","2026-08-30","Search Tests","search.spec.ts","",""
"","1139","REG-004 - User should not be able to register successfully when zipcode is missing","firefox","2026-08-30","passed","2026-08-30","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","3090","LG-001 - User should login successfully with valid credentials","webkit","2026-08-30","passed","2026-08-30","Login Tests","login.spec.ts","",""
"","813","LG-006 - User should not be able to log in with credentials that have not been registered","firefox","2026-08-30","passed","2026-08-30","Login Tests","login.spec.ts","",""
"","723","LG-005 - User should not be able to login with invalid password","firefox","2026-08-30","passed","2026-08-30","Login Tests","login.spec.ts","",""
"","858","SEA-002 - There should NOT be any item listed if user search for a non-existing product","firefox","2026-08-30","passed","2026-08-30","Search Tests","search.spec.ts","",""
"","1451","REG-004 - User should not be able to register successfully when lastName is missing","webkit","2026-08-30","passed","2026-08-30","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1075","SEA-002 - There should NOT be any item listed if user search for a non-existing product","webkit","2026-08-30","passed","2026-08-30","Search Tests","search.spec.ts","",""
"","587","REG-004 - User should not be able to register successfully when password is missing","chromium","2026-08-30","passed","2026-08-30","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","950","SEA-001 - User should be able to search for an existing product","firefox","2026-08-30","passed","2026-08-30","Search Tests","search.spec.ts","",""
"","1749","REG-004 - User should not be able to register successfully when state is missing","webkit","2026-08-30","passed","2026-08-30","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","578","LG-002 - User should not be able to login with empty password","firefox","2026-08-30","passed","2026-08-30","Login Tests","login.spec.ts","",""
"","952","SEA-004 - User should be able to search for an item using pasted words","firefox","2026-08-30","passed","2026-08-30","Search Tests","search.spec.ts","",""
"","1281","SEA-001 - User should be able to search for an existing product","webkit","2026-08-30","passed","2026-08-30","Search Tests","search.spec.ts","",""
