"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","857","LG-002 - User should not be able to login with empty password","firefox","2026-08-28","passed","2026-08-28","Login Tests","login.spec.ts","",""
"","783","LG-004 - User should not be able to login with invalid username","chromium","2026-08-28","passed","2026-08-28","Login Tests","login.spec.ts","",""
"","684","LG-003 - User should not be able to login with empty username","chromium","2026-08-28","passed","2026-08-28","Login Tests","login.spec.ts","",""
"","1243","REG-004 - User should not be able to register successfully when mobileNumber is missing","firefox","2026-08-28","passed","2026-08-28","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1274","SEA-003 - User should be able to search for a product using keywords","firefox","2026-08-28","passed","2026-08-28","Search Tests","search.spec.ts","",""
"","388","REG-003 - User should not be able to register successfully with an empty Email Address","chromium","2026-08-28","passed","2026-08-28","Register Tests","register.spec.ts","",""
"","1394","REG-004 - User should not be able to register successfully when zipcode is missing","webkit","2026-08-28","passed","2026-08-28","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","691","LG-003 - User should not be able to login with empty username","firefox","2026-08-28","passed","2026-08-28","Login Tests","login.spec.ts","",""
"","2011","REG-004 - User should not be able to register successfully when lastName is missing","webkit","2026-08-28","passed","2026-08-28","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","969","SEA-002 - There should NOT be any item listed if user search for a non-existing product","firefox","2026-08-28","passed","2026-08-28","Search Tests","search.spec.ts","",""
"","995","REG-004 - User should not be able to register successfully when firstName is missing","chromium","2026-08-28","passed","2026-08-28","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1244","REG-004 - User should not be able to register successfully when state is missing","firefox","2026-08-28","passed","2026-08-28","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1470","REG-004 - User should not be able to register successfully when state is missing","webkit","2026-08-28","passed","2026-08-28","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","889","REG-005 - User should not be able to register successfully with an invalid Email Address format","webkit","2026-08-28","passed","2026-08-28","Register Tests","register.spec.ts","",""
"","704","REG-004 - User should not be able to register successfully when mobileNumber is missing","chromium","2026-08-28","passed","2026-08-28","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
"","1441","REG-004 - User should not be able to register successfully when firstName is missing","webkit","2026-08-28","passed","2026-08-28","Register Tests > Account Creation Mandatory Fields","register.spec.ts","",""
